region_id,area,perimeter,centroid_y,centroid_x,bbox_min_row,bbox_min_col,bbox_max_row,bbox_max_col,width,height,solidity,extent,aspect_ratio,mean_brightness,std_brightness,min_brightness,mean_red,mean_green,mean_blue
40,219,96.56244584051393,248.5205479452055,636.027397260274,230,628,269,640,12,39,0.6403508771929824,0.46794871794871795,3.2499999972916664,0.11477602273225784,0.03732163459062576,0.01568627543747425,0.127639040350914,0.10126251727342606,0.11542664468288422
54,217,83.15432893255071,356.29953917050693,253.28571428571428,349,238,365,270,32,16,0.6575757575757576,0.423828125,0.49999999984375,0.09210565686225891,0.03550886735320091,0.01568627543747425,0.10647883266210556,0.07906398177146912,0.09077440202236176
50,208,63.35533905932738,327.5432692307692,183.00480769230768,315,178,341,190,12,26,0.8739495798319328,0.6666666666666666,2.166666664861111,0.10502765327692032,0.04395516961812973,0.0,0.1441364586353302,0.09357097744941711,0.0773756206035614
68,198,75.9827560572969,494.7323232323232,31.97979797979798,481,23,504,43,20,23,0.6898954703832753,0.43043478260869567,1.1499999994249999,0.12928633391857147,0.03172721341252327,0.0784313753247261,0.11182424426078796,0.10560525953769684,0.17042964696884155
32,188,72.76955262170047,205.14361702127658,635.0,193,626,220,640,14,27,0.7673469387755102,0.4973544973544973,1.9285714271938774,0.1328883320093155,0.03549163043498993,0.10196078568696976,0.11055497080087662,0.10821874439716339,0.17989175021648407
24,176,86.94722215136416,138.35227272727272,115.41477272727273,126,104,150,130,26,24,0.5432098765432098,0.28205128205128205,0.9230769227218935,0.08507130295038223,0.040022268891334534,0.0,0.09251343458890915,0.07787436246871948,0.08482622355222702
81,172,58.18376618407356,534.3895348837209,617.7093023255813,524,611,548,625,14,24,0.8775510204081632,0.5119047619047619,1.7142857130612243,0.11098191887140274,0.04391458258032799,0.0,0.15665759146213531,0.09589605778455734,0.08039228618144989
67,171,65.59797974644665,486.8362573099415,296.87719298245617,480,285,495,311,26,15,0.8221153846153846,0.43846153846153846,0.5769230767011834,0.1025264635682106,0.0477742925286293,0.0,0.14782707393169403,0.09308574348688126,0.06666674464941025
63,165,61.941125496954285,465.53939393939396,455.8363636363636,453,450,479,463,13,26,0.8333333333333334,0.4881656804733728,1.9999999984615384,0.11015250533819199,0.030861400067806244,0.0470588244497776,0.10027337819337845,0.09254909306764603,0.13763518631458282
65,153,59.59797974644666,472.51633986928107,39.705882352941174,462,34,482,47,13,20,0.765,0.5884615384615385,1.5384615372781063,0.103780597448349,0.04247869551181793,0.0,0.10554923117160797,0.09058061987161636,0.11521212011575699
57,150,63.254833995939045,385.20666666666665,260.3466666666667,374,252,394,271,19,20,0.7352941176470589,0.39473684210526316,1.0526315783933518,0.08350326865911484,0.055150166153907776,0.01568627543747425,0.12478439509868622,0.06985623389482498,0.05586938187479973
47,150,66.18376618407356,281.2,578.3933333333333,278,565,286,593,28,8,0.7772020725388601,0.6696428571428571,0.2857142856122449,0.10355556756258011,0.059645265340805054,0.0,0.1670064479112625,0.09343802183866501,0.05022229999303818
31,147,61.25483399593904,195.01360544217687,514.6666666666666,189,502,202,527,25,13,0.8305084745762712,0.4523076923076923,0.519999999792,0.1296074092388153,0.029465459287166595,0.04313725605607033,0.1449647694826126,0.11735367029905319,0.12650391459465027
30,143,51.941125496954285,194.23776223776224,320.1188811188811,188,311,201,330,19,13,0.8218390804597702,0.5789473684210527,0.6842105259556787,0.1292746514081955,0.04989850893616676,0.0470588244497776,0.187138170003891,0.11959421634674072,0.08109160512685776
11,138,59.11269837220809,73.01449275362319,272.5652173913044,60,268,86,278,10,26,0.8466257668711656,0.5307692307692308,2.5999999974,0.07816614955663681,0.06304162740707397,0.0,0.13978400826454163,0.06345562636852264,0.03125889226794243
38,133,54.18376618407356,231.46616541353384,568.6616541353384,225,561,239,579,18,14,0.7964071856287425,0.5277777777777778,0.777777777345679,0.10090914368629456,0.09052309393882751,0.0,0.174612894654274,0.08998981863260269,0.03812473639845848
49,126,66.42640687119285,287.1825396825397,543.8253968253969,283,531,293,559,28,10,0.782608695652174,0.45,0.3571428570153061,0.1141093522310257,0.060289300978183746,0.0,0.18297530710697174,0.10980407893657684,0.049548763781785965
42,122,47.4558441227157,239.97540983606558,91.35245901639344,232,84,247,98,14,15,0.8299319727891157,0.580952380952381,1.0714285706632651,0.09134255349636078,0.04704708978533745,0.01568627543747425,0.10302156955003738,0.07727429270744324,0.09373199939727783
46,122,66.01219330881976,269.9754098360656,296.5409836065574,265,283,277,312,29,12,0.7093023255813954,0.3505747126436782,0.41379310330558855,0.12521162629127502,0.024092474952340126,0.0470588244497776,0.13953717052936554,0.11166832596063614,0.12442944198846817
8,119,44.04163056034261,47.705882352941174,486.03361344537814,39,482,58,491,9,19,0.9296875,0.695906432748538,2.111111108765432,0.09087713807821274,0.05305171385407448,0.0,0.14869005978107452,0.08357232064008713,0.04036913067102432
64,118,50.8700576850888,471.95762711864404,562.7627118644068,461,558,483,569,11,22,0.8489208633093526,0.48760330578512395,1.999999998181818,0.07055500149726868,0.049696654081344604,0.0,0.10518449544906616,0.057328078895807266,0.04915260523557663
36,108,46.698484809834994,230.32407407407408,107.05555555555556,221,101,240,113,12,19,0.84375,0.47368421052631576,1.5833333320138887,0.10849673300981522,0.04640267416834831,0.01568627543747425,0.13347865641117096,0.09593324363231659,0.09607847779989243
22,108,50.76955262170047,122.53703703703704,142.5648148148148,112,136,133,150,14,21,0.864,0.3673469387755102,1.4999999989285713,0.09035342931747437,0.03423910588026047,0.01568627543747425,0.09887436032295227,0.08424115180969238,0.08794483542442322
73,106,57.148232278140824,504.4811320754717,9.367924528301886,499,0,511,21,21,12,0.6503067484662577,0.42063492063492064,0.5714285711564626,0.12074238806962967,0.04568898677825928,0.0,0.10558640956878662,0.10125789046287537,0.1553829461336136
33,105,44.14213562373095,217.94285714285715,31.523809523809526,208,29,229,35,6,21,0.9813084112149533,0.8333333333333334,3.4999999941666666,0.0687083750963211,0.05408516898751259,0.0,0.12933722138404846,0.05139128863811493,0.02539682574570179
